"Date","Percentage_smarter_than","Group_work?","Group_interactions","Who_is_smarter?","How_do_you_know_who_is_smarter?","Gender","uvid","courseID","courseName","instructor_last_name","major_description","gender2"
"2019-01-16 13:32:17","","","","","","","10843716","474285","BIOL-1610-012 | Spring 2019","Kopp","Pre-Professional","F"
"2019-01-16 13:55:06","","","","","","","10813008","472621","BIOL-1010-010","Brooks","Exercise Sci and Outdoor Rec","F"
"2019-01-16 14:22:14","","2","","","","","10834886","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Biotechnology","F"
"2019-01-16 14:40:38","","2","","","","","10598563","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Exercise Sci and Outdoor Rec","M"
"2019-01-16 14:51:13","","2","","","","","10730843","472621","BIOL-1010-010","Brooks","Behavioral Science","F"
"2019-01-16 14:55:15","","2","","","","","10730843","472621","BIOL-1010-010","Brooks","Behavioral Science","F"
"2019-01-16 15:20:25","","1","1","1","I have typically achieved greater scores than he has on tests and quizzes throughout our classes together.  I have been in similar classes with him my first semester here as well and we spend a lot of time working on projects and homework together.
","1","10753305","474285","BIOL-1610-012 | Spring 2019","Kopp","Exercise Sci and Outdoor Rec","M"
"2019-01-16 15:21:46","","2","","","","","10834905","472621","BIOL-1010-010","Brooks","Psychology","F"
"2019-01-16 15:44:48","","1","2","1","its just the way i interpret speech and responses i feel smarter maybe because i contribute better answers?? i dont really know ","1","10830997","472621","BIOL-1010-010","Brooks","Psychology","M"
"2019-01-16 17:15:59","","2","","","","","10581748","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Biology","M"
"2019-01-16 18:17:51","","2","","","","","10788850","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Biology","F"
"2019-01-16 18:18:16","","1","2","1","Because I am able to decipher and understand questions asked easier than she is.  Also I remember more from my past experience learning this material than she does.","2","10745616","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Forensic Science","F"
"2019-01-16 18:24:28","","","","","","","10805547","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Pre-Professional","F"
"2019-01-16 18:29:40","","","","","","","10805547","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Pre-Professional","F"
"2019-01-16 19:16:10","","","","","","","10736635","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Biology","M"
"2019-01-16 19:38:50","","1","2","2","I determined this by who usually has the correct responses to the questions asked in class. Also who tends to have an explanation with their response.","2","10784968","474285","BIOL-1610-012 | Spring 2019","Kopp","University Studies","F"
"2019-01-16 19:40:44","","2","","","","","10788013","472621","BIOL-1010-010","Brooks","Deaf Studies","F"
"2019-01-16 19:40:54","","1","2","1","I've taken more bio courses than Britten","1","10793767","472621","BIOL-1010-010","Brooks","Community Health","M"
"2019-01-16 19:41:44","","","","","","","10788013","472621","BIOL-1010-010","Brooks","Deaf Studies","F"
"2019-01-16 20:05:34","","1","2","2","With the concepts that we have already discussed, he seemed to pick up on them more or understand the content more readily. My style of learning takes a lot of time and practice but he picked up and was able to direct my own learning.","1","10768374","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Forensic Science","M"
"2019-01-16 20:32:40","","","","","","","10698468","472621","BIOL-1010-010","Brooks","Marketing","M"
"2019-01-16 20:55:34","","1","2","1","During ""group"" work, I have explained to Ryan a few more concepts to him than him I. I feel we are closely matched in general intelligence.","2","10538243","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Biology","F"
"2019-01-16 21:15:34","","1","2","2","By our discussions, he tends to under the logic of our assignments better than I am. He does also do an outstanding job of explaining concepts.","1","10719067","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Information Technology","M"
"2019-01-16 21:25:36","","1","3","2","He answers more questions than i do. ","1","10713810","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Mechatronics Engineering Tech","M"
"2019-01-16 21:47:00","","2","","","","","10870326","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Computer Engineering","M"
"2019-01-16 21:53:21","","1","2","1","I think very thoroughly about everything that I do. He doesn't work and I work 5 days a week and still get the same grade. ","1","10737661","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Biology","M"
"2019-01-16 22:03:44","","","","","","","10696522","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Exercise Sci and Outdoor Rec","M"
"2019-01-16 22:38:54","","1","2","2","I have had several classes with Nate at UVU and I regularly ask for his help in certain classes, but at the same time he regularly asks for my help so we both have our areas of expertise. ","1","10547079","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Mechatronics Engineering Tech","M"
"2019-01-17 10:01:43","","","","","","","10862423","472621","BIOL-1010-010","Brooks","Web Design and Development","F"
"2019-01-17 10:05:58","","1","2","2","Don't wish to explain. ","1","10750122","472621","BIOL-1010-010","Brooks","Theatre Arts","M"
"2019-01-17 10:20:08","","1","2","2","Felt like sometimes her answers sound more logical and are actually the right answer. We both have had right and wrong answers but I feel like she has had more right than me.","1","10762697","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Mechatronics Engineering Tech","M"
"2019-01-17 10:31:25","","1","2","1","I don't know how to determine that. ","2","10869623","472621","BIOL-1010-010","Brooks","Art Education","F"
"2019-01-17 11:21:42","","1","2","2","He seems to know more about the subject. He has more reasonable answers. ","2","10805039","472621","BIOL-1010-010","Brooks","Elementary Education","F"
"2019-01-17 11:23:22","","1","2","2","She is very organized in her studying. She remembers well the things we have talked about in class. ","2","10717533","472621","BIOL-1010-010","Brooks","Art and Design","F"
"2019-01-17 11:40:58","","2","","","","","10750868","477526","PHYS-2010-002-003-SPRING 2018-XLIST","Shipp","Biology","M"
"2019-01-17 15:59:46","","2","","","","","10737641","474285","BIOL-1610-012 | Spring 2019","Kopp","Computer Science","M"
"2019-01-17 19:23:54","","1","2","2","Hannah is really good with science. I feel that she will do better in the class because she does a lot better in science in math. Where I am just taking the class to get through my generals.","2","10754600","472621","BIOL-1010-010","Brooks","Elementary Education","F"
"2019-01-17 20:35:54","","1","3","2","Has a better grasp of concepts. ","1","10647964","472621","BIOL-1010-010","Brooks","Art and Design","M"
"2019-01-17 22:29:33","","1","2","2","I would not say she is smarter, but I would say she comes better prepared.  I know she has a book that she studies out of that helps her a lot, a book that a friend loaned her who is a biology major.","1","10784305","474285","BIOL-1610-012 | Spring 2019","Kopp","Biology","M"
"2019-01-17 23:45:17","","1","2","1","I'm not necessarily smarter in this course, but I'm a hard worker and I put forth more effort. I finish assignments faster, earlier, and with greater ease. ","2","10839574","474285","BIOL-1610-012 | Spring 2019","Kopp","Pre-Professional","F"
"2019-01-18 07:17:21","","1","2","2","I don't really think either of us is smarter, but interacting with each other allows us to come up with answers to questions.","1","10775556","474285","BIOL-1610-012 | Spring 2019","Kopp","Chemistry","M"
"2019-01-19 15:03:03","","1","3","2","Nathan has taken more Science related classes than I have. He has more knowledge on Biology than I do, and can understand it better than me at times.","2","10843716","474285","BIOL-1610-012 | Spring 2019","Kopp","Pre-Professional","F"
"2019-01-20 09:35:01","","","","","","","10776057","472621","BIOL-1010-010 | Spring 2019","Brooks","Art Education","M"
"2019-01-20 14:07:43","","2","","","","","10798254","472621","BIOL-1010-010 | Spring 2019","Brooks","Pre-Professional","F"
"2019-01-20 14:22:48","","","","","","","10525659","474285","BIOL-1610-012 | Spring 2019","Kopp","Pre-Professional","M"
"2019-01-20 23:45:44","","2","","","","","10862422","472621","BIOL-1010-010 | Spring 2019","Brooks","Early Childhood Education","F"
"2019-01-21 07:17:20","","2","","","","","10621992","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","M"
"2019-01-21 08:14:28","","1","2","2","He seems to have a better grasp of the material then I do","1","10849727","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","M"
"2019-01-21 08:23:36","","2","","","","","10724640","472672","BIOL-3700-001 | Spring 2019","Dunn","Geology","M"
"2019-01-21 09:24:33","","2","","","","","10734260","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","F"
"2019-01-21 09:27:32","","2","","","","","10734260","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","F"
"2019-01-21 09:53:06","","1","2","2","She reasons well and does not jump to conclusions. She pays attention well and works hard to understand
","2","10767371","472621","BIOL-1010-010 | Spring 2019","Brooks","Psychology","F"
"2019-01-21 09:59:22","","2","","","","","10831523","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","M"
"2019-01-21 10:00:20","","2","","","","","10831523","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","M"
"2019-01-21 10:04:53","","2","","","","","10824876","474285","BIOL-1610-012 | Spring 2019","Kopp","Undeclared","F"
"2019-01-21 10:35:24","","1","1","2","She reads the book more than I do","1","10625167","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","M"
"2019-01-21 10:41:38","","2","","","","","10731166","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","M"
"2019-01-21 11:02:02","","1","2","1","This is our second class together. We took Cell Biology last semester together and I got a better grade in that class than he did. In this class we always comment to each other and try and explain things and it's usually me that explains it to him. ","1","10627285","472673","BIOL-3700-002 | Spring 2019","Dunn","Biology","M"
"2019-01-21 12:42:20","","1","2","2","I feel as though because he has more experience with chemistry he is having an easier time understanding lectures. However, i tend to work very hard to understand areas that I am not very confident in. By the end of the class I do believe we will be on the same level of awareness.","1","10750428","472673","BIOL-3700-002 | Spring 2019","Dunn","Biology","M"
"2019-01-21 12:46:07","","1","2","1","I feel that I have a better understanding of the material that we are reviewing from past biology classes. I also feel that I am better able to articulate what it is that I want to say.","1","10743037","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","M"
"2019-01-21 12:50:31","","2","","","","","10777106","472621","BIOL-1010-010 | Spring 2019","Brooks","Art and Design","F"
"2019-01-21 12:57:18","","2","","","","","10772611","472673","BIOL-3700-002 | Spring 2019","Dunn","Biology","M"
"2019-01-21 13:07:25","","1","2","2","I feel like we are both pretty equal. We both contribute to discussions and help each other with things we don't know. ","2","10752215","474285","BIOL-1610-012 | Spring 2019","Kopp","Forensic Science","F"
"2019-01-21 13:54:49","","2","","","","","10548280","472673","BIOL-3700-002 | Spring 2019","Dunn","Exercise Sci and Outdoor Rec","M"
"2019-01-21 13:55:58","","1","2","1","I only feel like I am 'smarter' than Clayton in relation to the course material. He is a geology major interested in paleontology (hence the biology classes) while I am a biology major. So I have the advantage of having a more relevant schooling experience than he does, which has give me more background knowledge to the class.","1","10638022","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","M"
"2019-01-21 13:58:04","","1","3","2","I feel he is smarter because he seems to understand more of what is going on in class. He is a lot calmer about it.","1","10751188","474285","BIOL-1610-012 | Spring 2019","Kopp","Exercise Sci and Outdoor Rec","M"
"2019-01-21 14:16:42","","1","2","2","I feel like he has good reasoning for his responses.  Since he has a good reason for his answer in class I assume he must know more.","2","10798612","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","F"
"2019-01-21 14:18:32","","1","2","2","She just seems to grasp the concepts better then I do-- and she probably does. I have a  learning disability and it makes science and math very difficult for me to understand. Plus in our biology class the professor moves through concepts very quickly. I am someone who has to have a bit of time to go over each thing. By the time we are moving on to point C, I'm still stuck on A. I'm sure everyone in class is smarter then I am in this subject. Science and math just don't make sense to me on any level like English or most social sciences do. ","2","10743273","472621","BIOL-1010-010 | Spring 2019","Brooks","Digital Cinema","F"
"2019-01-21 14:40:42","","1","2","2","He has a very vast knowledge of different things. I haven't taken all the same courses he has taken and therefore he knows a little more then I. ","1","10649905","474285","BIOL-1610-012 | Spring 2019","Kopp","Exercise Sci and Outdoor Rec","M"
"2019-01-21 14:46:38","","1","2","2","He remembers subjects from other classes that I can't.  ","2","10795296","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","F"
"2019-01-21 15:06:50","","1","3","2","When we talk about things in class, they know more than me. They usually are helping me understand the topics.","2","10754831","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology Education","F"
"2019-01-21 16:25:38","","1","2","2","I feel that this question is unfair. To decide who is ""smarter"" seems very general and doesn't do either of us justice. I feel that Erick excels in different areas that I may lack, and I excel in areas that he lacks.","1","10600228","472673","BIOL-3700-002 | Spring 2019","Dunn","Biology","M"
"2019-01-21 16:26:16","","1","2","2","Discussing our work ethic in school has helped me to determine that. Also past classes we have taken. I think we are at the same level but she does have better study habits that I have been learning to implement in my studies. ","2","10871979","474285","BIOL-1610-012 | Spring 2019","Kopp","Pre-Professional","F"
"2019-01-21 17:03:04","","1","1","1","I think I am because I am participating more in discussion and my classmate has more hesitation in his answers. I feel he has less to add to the discussion because he is unsure. I think if he studied more he would be smarter than me because he certainly has the capability to be.","2","10739648","472673","BIOL-3700-002 | Spring 2019","Dunn","Biology","F"
"2019-01-21 17:14:51","","1","2","1","This is based 100% on subjective information. I think I'm smarter based on the way he talks and articulates his ideas. ","2","10718832","472673","BIOL-3700-002 | Spring 2019","Dunn","Biology","F"
"2019-01-21 18:00:17","","2","","","","","10791330","472621","BIOL-1010-010 | Spring 2019","Brooks","Art and Design","F"
"2019-01-21 18:43:29","","1","2","1","While he may know certain topics better than I, overall I feel that my knowledge is more comprehensive and expansive than his. This is not to detract from his level of intelligence. I interact with him because he knows more than most. ","1","10672128","472673","BIOL-3700-002 | Spring 2019","Dunn","Biology","M"
"2019-01-21 19:23:42","","","","","","","10849765","472621","BIOL-1010-010 | Spring 2019","Brooks","Computer Science","M"
"2019-01-21 19:47:26","","1","2","","I don't think that I am smarter than my brother and I don't think that he is smarter than me. ","2","10769761","472621","BIOL-1010-010 | Spring 2019","Brooks","Behavioral Science","F"
"2019-01-21 20:01:40","","2","","","","","10652275","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology Education","M"
"2019-01-21 20:02:20","","1","3","2","Alex knows more in detail on the subjects we cover and often helps me understand the subject.","1","10853689","474285","BIOL-1610-012 | Spring 2019","Kopp","Biology","M"
"2019-01-21 20:23:48","","1","2","1","I usually am the one explaining things to her, BUT she's not stupid! She brings up things in discussions that I overlook! What kind of a question is this?! ","2","10713942","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","F"
"2019-01-21 20:58:22","","1","2","1","We discuss things with each other and we all have good ideas. I would like to think that I am not intimidated by them being smarter than me.","2","10783005","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","F"
"2019-01-21 22:46:09","","1","3","2","Amber has a master's degree and is applying to medical school. She is clearly academically gifted and a hard worker. She understands concepts more quickly than I do. ","2","10704609","472672","BIOL-3700-001 | Spring 2019","Dunn","Pre-Professional","F"
"2019-01-21 23:21:11","","","","","","","10854476","472621","BIOL-1010-010 | Spring 2019","Brooks","Exercise Sci and Outdoor Rec","M"
"2019-01-22 01:18:49","","2","","","","","10600225","472673","BIOL-3700-002 | Spring 2019","Dunn","Biology","M"
"2019-01-22 08:06:11","","2","","","","","10862441","474285","BIOL-1610-012 | Spring 2019","Kopp","Chemistry","F"
"2019-01-22 08:13:14","","2","","","","","10846315","474285","BIOL-1610-012 | Spring 2019","Kopp","Psychology","F"
"2019-01-22 08:28:51","","1","2","2","She seems to know the answers will a well understanding.","2","10820583","472673","BIOL-3700-002 | Spring 2019","Dunn","Biology","F"
"2019-01-22 08:39:35","","2","","","","","10869035","474285","BIOL-1610-012 | Spring 2019","Kopp","Emergency Services Admin","M"
"2019-01-22 08:45:26","","2","","","","","10873976","474285","BIOL-1610-012 | Spring 2019","Kopp","Pre-Professional","M"
"2019-01-22 09:56:43","","1","1","1","I feel that I tend to put more effort into my work. I always compare my work with others and find that I generally am above the average for all assignments.","1","10629306","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","M"
"2019-01-22 10:08:40","","1","2","1","I have taken a lot more classes in the past that have helped me to be more familiar with the course subject than he has. But he also knows quite a bit as well. I would say that we are both really smart i just have more prior knowledge. ","1","10741253","474285","BIOL-1610-012 | Spring 2019","Kopp","Psychology","M"
"2019-01-22 10:12:50","","","","","","","10834120","474285","BIOL-1610-012 | Spring 2019","Kopp","Exercise Sci and Outdoor Rec","F"
"2019-01-22 10:17:32","","2","","","","","10849147","474285","BIOL-1610-012 | Spring 2019","Kopp","Exercise Sci and Outdoor Rec","F"
"2019-01-22 10:32:07","","1","2","1","I feel as though I understand the content more, because im able to explain it to Krista better than her to me.","1","10846325","474285","BIOL-1610-012 | Spring 2019","Kopp","Biology","M"
"2019-01-22 10:38:50","","2","","","","","10702507","474285","BIOL-1610-012 | Spring 2019","Kopp","Chemistry","M"
"2019-01-22 11:00:08","","2","","","","","10862441","474285","BIOL-1610-012 | Spring 2019","Kopp","Chemistry","F"
"2019-01-22 11:00:54","","1","2","1","He said that in general he doesn't understand science stuff very quickly.","1","10736872","474285","BIOL-1610-012 | Spring 2019","Kopp","Spanish","M"
"2019-01-22 11:18:48","","2","","","","","10766206","474285","BIOL-1610-012 | Spring 2019","Kopp","Pre-Professional","M"
"2019-01-22 11:45:32","","1","2","1","Discussions about generalized knowledge on the subject have leaned toward that she might not have studied this subject as extensively. It has only been 3-ish days of class, so it may be too early to say definitively who is ""smarter"".","1","10653971","472673","BIOL-3700-002 | Spring 2019","Dunn","Biology","M"
"2019-01-22 11:56:31","","1","","1","","1","10495460","472673","BIOL-3700-002 | Spring 2019","Dunn","Integrated Studies","M"
"2019-01-22 11:59:01","","2","","","","","10810479","474285","BIOL-1610-012 | Spring 2019","Kopp","Pre-Professional","F"
"2019-01-22 12:00:00","","2","","","","","10744346","472672","BIOL-3700-001 | Spring 2019","Dunn","Biology","M"
"2019-01-22 14:09:26","","1","2","2","Trae remembers more key fundamentals from high school that I was never taught or could not remember. He also seems confident with his answers on the clicker quizzes and also explains things that I missed during the class lecture.","1","10777088","474285","BIOL-1610-012 | Spring 2019","Kopp","Pre-Professional","M"
"2019-01-22 14:34:45","","2","","","","","10750392","472673","BIOL-3700-002 | Spring 2019","Dunn","Biology","F"
