"UVID","Question.number","Question","Answer"
10783352,"1","What.is.your.gender.",1
10678282,"1","What.is.your.gender.",0
10612322,"1","What.is.your.gender.",0
10662629,"1","What.is.your.gender.",0
10686325,"1","What.is.your.gender.",1
10522336,"1","What.is.your.gender.",1
10789711,"1","What.is.your.gender.",0
10813904,"1","What.is.your.gender.",1
10805783,"1","What.is.your.gender.",0
10732196,"1","What.is.your.gender.",0
10808341,"1","What.is.your.gender.",0
10713104,"1","What.is.your.gender.",0
10844250,"1","What.is.your.gender.",0
10756376,"1","What.is.your.gender.",1
10686083,"1","What.is.your.gender.",1
10751183,"1","What.is.your.gender.",1
10746678,"1","What.is.your.gender.",0
10526892,"1","What.is.your.gender.",0
10783261,"1","What.is.your.gender.",0
10829903,"1","What.is.your.gender.",0
10694768,"1","What.is.your.gender.",0
10192599,"1","What.is.your.gender.",1
10557678,"1","What.is.your.gender.",0
10275646,"1","What.is.your.gender.",0
10804085,"1","What.is.your.gender.",0
10778180,"1","What.is.your.gender.",1
10728996,"1","What.is.your.gender.",1
10642101,"1","What.is.your.gender.",0
10006972,"1","What.is.your.gender.",1
10698325,"1","What.is.your.gender.",0
10766571,"1","What.is.your.gender.",1
10831776,"1","What.is.your.gender.",1
10771130,"1","What.is.your.gender.",0
10584193,"1","What.is.your.gender.",0
10756431,"1","What.is.your.gender.",0
10778879,"1","What.is.your.gender.",1
10627575,"1","What.is.your.gender.",0
10653804,"1","What.is.your.gender.",0
10695970,"1","What.is.your.gender.",0
10664378,"1","What.is.your.gender.",0
10783406,"1","What.is.your.gender.",0
10733947,"1","What.is.your.gender.",1
10698325,"1","What.is.your.gender.",0
10799423,"1","What.is.your.gender.",0
10523939,"1","What.is.your.gender.",0
10634543,"1","What.is.your.gender.",1
10797171,"1","What.is.your.gender.",0
10740965,"1","What.is.your.gender.",1
10748574,"1","What.is.your.gender.",0
10709874,"1","What.is.your.gender.",0
10798349,"1","What.is.your.gender.",0
10805783,"1","What.is.your.gender.",0
10651493,"1","What.is.your.gender.",0
10736872,"1","What.is.your.gender.",0
10841847,"1","What.is.your.gender.",0
10646622,"1","What.is.your.gender.",0
10789880,"1","What.is.your.gender.",1
10797171,"1","What.is.your.gender.",0
10798220,"1","What.is.your.gender.",0
10661872,"1","What.is.your.gender.",0
10612322,"1","What.is.your.gender.",0
10217214,"1","What.is.your.gender.",1
10259870,"1","What.is.your.gender.",0
10681139,"1","What.is.your.gender.",0
10684257,"1","What.is.your.gender.",1
10748843,"1","What.is.your.gender.",1
10761432,"1","What.is.your.gender.",0
10784182,"1","What.is.your.gender.",1
10801716,"1","What.is.your.gender.",0
10661872,"1","What.is.your.gender.",0
10731365,"1","What.is.your.gender.",1
10647455,"1","What.is.your.gender.",0
10591331,"1","What.is.your.gender.",0
10789711,"1","What.is.your.gender.",0
10733701,"1","What.is.your.gender.",1
10627412,"1","What.is.your.gender.",0
10231042,"1","What.is.your.gender.",1
10033831,"1","What.is.your.gender.",0
10006972,"1","What.is.your.gender.",1
10612322,"1","What.is.your.gender.",0
10695970,"1","What.is.your.gender.",0
10673538,"1","What.is.your.gender.",0
10736872,"1","What.is.your.gender.",0
10742835,"1","What.is.your.gender.",1
10756376,"1","What.is.your.gender.",1
10764568,"1","What.is.your.gender.",1
10713104,"1","What.is.your.gender.",0
10526892,"1","What.is.your.gender.",0
10625004,"1","What.is.your.gender.",0
10748574,"1","What.is.your.gender.",0
10661674,"1","What.is.your.gender.",0
10688257,"1","What.is.your.gender.",1
10713485,"1","What.is.your.gender.",0
10771956,"1","What.is.your.gender.",0
10697832,"1","What.is.your.gender.",0
10799423,"1","What.is.your.gender.",0
10743394,"1","What.is.your.gender.",0
10733947,"1","What.is.your.gender.",1
10683929,"1","What.is.your.gender.",0
10331065,"1","What.is.your.gender.",0
10789238,"1","What.is.your.gender.",0
10809036,"1","What.is.your.gender.",1
10808341,"1","What.is.your.gender.",0
10717300,"1","What.is.your.gender.",0
10331065,"1","What.is.your.gender.",0
10809036,"1","What.is.your.gender.",1
10797171,"1","What.is.your.gender.",0
10331065,"1","What.is.your.gender.",0
10690753,"1","What.is.your.gender.",0
10748574,"1","What.is.your.gender.",0
10778879,"1","What.is.your.gender.",1
10651493,"1","What.is.your.gender.",0
10754508,"1","What.is.your.gender.",1
10805029,"1","What.is.your.gender.",0
10756376,"1","What.is.your.gender.",1
10683983,"1","What.is.your.gender.",0
10778879,"1","What.is.your.gender.",1
10006531,"1","What.is.your.gender.",0
10192599,"1","What.is.your.gender.",1
10686083,"1","What.is.your.gender.",1
10683929,"1","What.is.your.gender.",0
10661674,"1","What.is.your.gender.",0
10646622,"1","What.is.your.gender.",0
10686083,"1","What.is.your.gender.",1
10690753,"1","What.is.your.gender.",0
10625004,"1","What.is.your.gender.",0
10690753,"1","What.is.your.gender.",0
10690753,"1","What.is.your.gender.",0
10690753,"1","What.is.your.gender.",0
10767182,"1","What.is.your.gender.",1
10690753,"1","What.is.your.gender.",0
10662629,"1","What.is.your.gender.",0
10746678,"1","What.is.your.gender.",0
10751183,"1","What.is.your.gender.",1
10690753,"1","What.is.your.gender.",0
10690753,"1","What.is.your.gender.",0
10690753,"1","What.is.your.gender.",0
10690753,"1","What.is.your.gender.",0
10690753,"1","What.is.your.gender.",0
10690753,"1","What.is.your.gender.",0
10713339,"1","What.is.your.gender.",1
10690753,"1","What.is.your.gender.",0
10690753,"1","What.is.your.gender.",0
10804085,"1","What.is.your.gender.",0
10694768,"1","What.is.your.gender.",0
10844250,"1","What.is.your.gender.",0
10809036,"1","What.is.your.gender.",1
10798220,"1","What.is.your.gender.",0
10796866,"1","What.is.your.gender.",1
10033831,"1","What.is.your.gender.",0
10627575,"1","What.is.your.gender.",0
10754508,"1","What.is.your.gender.",1
10688257,"1","What.is.your.gender.",1
10797171,"1","What.is.your.gender.",0
10842764,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10777529,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10724436,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10539823,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10794731,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10788907,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10791984,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10771266,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10613694,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10650642,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",2
10785330,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10810643,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10809461,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10751651,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10810878,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10814855,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10773064,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10747778,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10684260,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10814975,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10788887,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10765001,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10802498,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10814528,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10820258,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10588629,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10806551,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10810104,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10731364,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10782635,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10794562,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10761068,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10807463,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10773351,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10680264,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10782723,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10661231,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10835151,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",1
10722552,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",1
10702038,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10721073,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10797654,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10598356,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",1
10734251,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10734251,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10734814,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10810900,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10771684,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10780101,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10704181,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10787277,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10807713,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",3
10807713,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",2
10719588,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10752762,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10664451,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10660245,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10808167,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10784917,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10031834,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10811528,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10769335,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10681199,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10756334,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10792169,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10810643,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10808067,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10667170,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10545011,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10741899,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",3
10748749,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10762899,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10764568,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",3
10794504,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10735089,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10820770,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10774061,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10771956,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10799845,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10275646,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10767182,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10591331,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10796866,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10791974,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10006972,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10778180,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10683929,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10817493,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10788850,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10337129,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10798220,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10733701,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10709874,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10659916,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",2
10792327,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10783352,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10678282,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10612322,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10662629,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10686325,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10522336,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10789711,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10813904,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10805783,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10732196,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10808341,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10713104,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10844250,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10756376,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",2
10686083,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10751183,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10746678,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10526892,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",1
10783261,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10829903,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10694768,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10192599,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10557678,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10275646,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10804085,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10778180,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10728996,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10642101,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10006972,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10698325,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10766571,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10831776,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10771130,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10584193,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10756431,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10778879,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",3
10627575,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",3
10653804,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10695970,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10664378,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10783406,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",NA
10733947,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10698325,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10799423,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10523939,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10634543,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10797171,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10740965,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10748574,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10709874,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10798349,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10805783,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10651493,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10736872,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10841847,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10646622,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10789880,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10797171,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10798220,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10661872,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10612322,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10217214,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10259870,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10681139,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10684257,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10748843,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10761432,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",3
10784182,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10801716,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10661872,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10731365,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10647455,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10591331,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10789711,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10733701,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10627412,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10231042,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10033831,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10006972,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10612322,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10695970,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10673538,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10736872,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10742835,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10756376,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",2
10764568,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10713104,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10526892,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10625004,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10748574,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10661674,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10688257,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",3
10713485,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10771956,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10697832,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10799423,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10743394,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10733947,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10683929,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10331065,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10789238,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10809036,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",1
10808341,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10717300,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10331065,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10809036,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10797171,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10331065,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
10690753,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",4
10748574,"2","I.realize.that.there.are.things.that.I.can.do.to.make.the.world.a.better.place.",5
